CNPJ;RAZÃO SOCIAL;NOME FANTASIA;MATRIZ/FILIAL;SITUAÇÃO CADASTRAL;DATA INICIO ATIVIDADE;DATA INICIO ATIVIDADE (BR);DESCRIÇÃO MOTIVO;DATA SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL (BR);CNAE PRINCIPAL;CNAE SECUNDÁRIO;NATUREZA JURÍDICA;CAPITAL SOCIAL;PORTE;OPTANTE SIMPLES;OPTANTE MEI;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;EMAIL
01.533.830/0004-90;TOP DA ILHA SUPERMERCADOS LTDA;TOP DA ILHA SUPERMERCADOS;2;ATIVA;10/06/2019;10/06/2019;NULL;10/06/2019;10/06/2019;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;210000.00;DEMAIS;NULL;NULL;JOAO GUALBERTO SOARES;4458;;SAO JOAO DO RIO VERMELHO;88060000;SC;FLORIANOPOLIS;48;32691676;;;
35.274.487/0001-85;DOUGLAS DA SILVA OLIVEIRA;MERCADO FLORIPA;1;ATIVA;22/10/2019;22/10/2019;NULL;22/10/2019;22/10/2019;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);30000.00;MICRO EMPRESA;N;N;DAS TULIPAS VERMELHAS;302;;RIO VERMELHO;88060256;SC;FLORIANOPOLIS;48;30291612;;;SOCIETARIO@CONTAVISTA.NET
35.423.737/0001-00;HELTON JOSE VIEIRA LTDA;MERCADO DOS AMIGOS;1;ATIVA;06/11/2019;06/11/2019;NULL;06/11/2019;06/11/2019;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;99800.00;EMPRESA DE PEQUENO PORTE;S;N;ANTONIO HEIL NECO;258;;CANASVIEIRAS;88054160;SC;FLORIANOPOLIS;48;96359257;;;HELTONJVIEIRA24041983@GMAIL.COM
35.502.162/0001-02;BRUNA FLORES MATHEUS DA LUZ LTDA;MERCADO LB;1;ATIVA;13/11/2019;13/11/2019;NULL;13/11/2019;13/11/2019;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Restaurantes e similares;Sociedade Empresária Limitada;99800.00;MICRO EMPRESA;S;N;RECANTO DAS PAPOULAS;233;A;DANIELA;88053155;SC;FLORIANOPOLIS;48;98255560;;;
36.174.862/0001-88;VINICIUS DUARTE SAGAZ;PANIFICADORA E MERCEARIA MORAES;1;ATIVA;29/01/2020;29/01/2020;NULL;29/01/2020;29/01/2020;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;S;N;FRANCISCO THOMAZ DOS SANTOS;7010;;ARMACAO DO PANTANO DO SUL;88066260;SC;FLORIANOPOLIS;48;30895053;;;
00.877.761/0017-93;DEL MORO & DEL MORO LTDA;DEL MORO SUPERMERCADOS;2;ATIVA;01/04/2020;01/04/2020;NULL;01/04/2020;01/04/2020;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;32600000.00;DEMAIS;NULL;NULL;RIO BRANCO;404;TORRE 2 SALA  908 F;CENTRO;88015200;SC;FLORIANOPOLIS;65;30236368;;;ESCRITORIO@DELMORO.COM.BR
36.954.925/0001-19;PIT STOP FLORIPA CONVENIENCIA E ESTACIONAMENTO LTDA;PIT STOP FLORIPA CONVENIENCIA E ESTACIONAMENTO;1;ATIVA;17/04/2020;17/04/2020;NULL;17/04/2020;17/04/2020;Estacionamento de veículos;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;S;N;FULVIO ADUCCI;1287;ANEXO;ESTREITO;88075001;SC;FLORIANOPOLIS;48;88064365;;;PITSTOPESTREITO@GMAIL.COM
14.278.938/0001-82;MARCELO LOPEZ FERNANDEZ;PANIFICADORAMERCEARIA E QUEIJARIA LOPEZ FERNANDEZ;1;ATIVA;08/09/2011;08/09/2011;NULL;08/09/2011;08/09/2011;Padaria e confeitaria com predominância de revenda;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;NULL;NULL;LUIZ BOITEUX PIAZZA;6590;;PONTA DAS CANAS;88056000;SC;FLORIANOPOLIS;48;32841601;;;LM.CONT@TRRA.COM.BR
10.539.433/0001-73;MERCADO DASSOLER LTDA;MERCADO CARVOEIRA;1;ATIVA;17/12/2008;17/12/2008;NULL;17/12/2008;17/12/2008;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Lanchonetes casas de chá de sucos e similares;Sociedade Empresária Limitada;70000.00;MICRO EMPRESA;N;N;CAPITAO ROMUALDO DE BARROS;905;;CARVOEIRA;88040600;SC;FLORIANOPOLIS;48;32330133;;;MERCADOCARVOEIRA@GMAIL.COM
18.494.973/0001-90;MINIMERCADO DA PRAIA - TAPERA LTDA;MINIMERCADO DA PRAIA;1;ATIVA;16/07/2013;16/07/2013;NULL;16/07/2013;16/07/2013;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;6000.00;MICRO EMPRESA;S;N;DA PRAIA;52;;TAPERA;88049200;SC;FLORIANOPOLIS;48;32068261;;;pelucinha43@gmail.com
16.937.031/0001-03;PAULO SERGIO LEITE;MERCADO E PANIFICADORA MOCAMBIQUE;1;ATIVA;26/09/2012;26/09/2012;NULL;11/07/2024;11/07/2024;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Empresário (Individual);50000.00;MICRO EMPRESA;NULL;NULL;CANDIDO PEREIRA DOS ANJOS;3020;;SAO JOAO DO RIO VERMELHO;88060300;SC;FLORIANOPOLIS;48;32237909;48;32237909;
17.670.677/0001-30;JR ALIMENTOS LTDA;MERCADO HARMONIA;1;ATIVA;22/02/2013;22/02/2013;NULL;22/02/2013;22/02/2013;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;N;N;ANGELINA JOAQUIM DOS SANTOS;234;;BARRA DA LAGOA;88061150;SC;FLORIANOPOLIS;48;38791095;;;jupbio@yahoo.com.br
23.106.630/0001-40;NOEL VIEIRA SUPERMERCADO LTDA;MERCADO VIEIRA;1;ATIVA;20/08/2015;20/08/2015;NULL;20/08/2015;20/08/2015;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;80000.00;MICRO EMPRESA;S;N;PARALELA NOVO HORIZONTE;1;;MONTE CRISTO;88090067;SC;FLORIANOPOLIS;48;30913300;;;PROCESSOSNOPAPER@HOTMAIL.COM
83.261.420/0019-88;BISTEK - SUPERMERCADOS LTDA.;BISTEK SUPERMERCADOS LTDA;2;ATIVA;24/04/2012;24/04/2012;NULL;24/04/2012;24/04/2012;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;169014150.00;DEMAIS;NULL;NULL;TIMBAUBA;S/N;;MONTE VERDE;88032310;SC;FLORIANOPOLIS;48;34711118;48;34711120;contabilidade@bistek.com
21.112.445/0001-33;INOVE COMERCIO DE ALIMENTOS LTDA;MERCADO INOVE;1;ATIVA;25/09/2014;25/09/2014;NULL;25/09/2014;25/09/2014;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;S;N;JORNALISTA MANOEL DE MENEZES;3317;LOJA 01;BARRA DA LAGOA;88061701;SC;FLORIANOPOLIS;48;84328724;;;pativiniegui@hotmail.com
23.308.236/0001-95;MAIKO ALVES ASSAD;NOSSO MERCADO;1;ATIVA;19/09/2015;19/09/2015;NULL;19/09/2015;19/09/2015;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);70000.00;MICRO EMPRESA;S;N;ANSELMO HIPOLITO DOS SANTOS;209;FUNDOS;COSTEIRA DO PIRAJUBAE;88047170;SC;FLORIANOPOLIS;48;32264172;;;NOSSOMERCADO163@GMAIL.COM
25.111.116/0001-29;PAULO CESAR CARDOSO;MERCADO DECESAR;1;ATIVA;30/06/2016;30/06/2016;NULL;30/06/2016;30/06/2016;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Empresário (Individual);30000.00;MICRO EMPRESA;S;N;CAMPOLINO ALVES;1075;;CAPOEIRAS;88085110;SC;FLORIANOPOLIS;48;32496269;;;GLOBALFISCAL@LINHALIVRE.NET
28.645.585/0001-16;SORRISO LOJA DE CONVENIENCIAS LTDA;SORRISO CONVENIENCIAS;1;ATIVA;14/09/2017;14/09/2017;NULL;14/09/2017;14/09/2017;Comércio varejista de mercadorias em lojas de conveniência;Serviços combinados de escritório e apoio administrativo;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;PROFESSORA SOFIA QUINT DE SOUZA;349;LOJA  1;CAPOEIRAS;88085040;SC;FLORIANOPOLIS;48;32481406;;;
30.340.982/0001-21;MAKB COMERCIO VAREJISTA LTDA;ARMAZEM MERCADO EXPRESS;1;ATIVA;02/05/2018;02/05/2018;NULL;01/03/2021;01/03/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;1000.00;EMPRESA DE PEQUENO PORTE;NULL;NULL;LAURO LINHARES;1085;LOJA  B;TRINDADE;88036002;SC;FLORIANOPOLIS;47;33980147;;;ANAKARINK@GMAIL.COM
14.746.108/0003-02;GST SUPERMERCADO LTDA;SUPERMERCADO ARMAZEM 3;2;ATIVA;20/08/2018;20/08/2018;NULL;20/08/2018;20/08/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;96000.00;DEMAIS;NULL;NULL;JORNALISTA MANOEL MENEZES;115;SALA  05;ITACORUBI;88034060;SC;FLORIANOPOLIS;48;32094000;;;
14.746.108/0005-66;GST SUPERMERCADO LTDA;SUPERMERCADO ARMAZEM 3;2;ATIVA;20/08/2018;20/08/2018;NULL;20/08/2018;20/08/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;96000.00;DEMAIS;NULL;NULL;INTENDENTE ANTONIO DAMASCO;3922;SALA  A;RATONES;88052100;SC;FLORIANOPOLIS;48;32094000;;;
34.455.272/0001-06;MERCADO FRAGA LTDA;MERCADO FRAGA;1;ATIVA;07/08/2019;07/08/2019;NULL;07/08/2019;07/08/2019;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;MANOEL INACIO DO NASCIMENTO;381;PAVMTO SUPERIOR;RIO TAVARES;88048100;SC;FLORIANOPOLIS;48;85027600;;;evelynfraga24@gmail.com
36.446.211/0001-08;MINI MERCADO E PADARIA DO GAUCHO LTDA;CASA DE CARNE O COSTELAO GAUCHO MINI MERCADO;1;ATIVA;20/02/2020;20/02/2020;NULL;20/02/2020;20/02/2020;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Padaria e confeitaria com predominância de revenda;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;NULL;NULL;FRANCISCO FAUSTINO MARTINS;868;;VARGEM GRANDE;88052810;SC;FLORIANOPOLIS;48;84267993;;;COSTELAOGAUCHO2023@GMAIL.COM
37.328.685/0001-00;MAURINHO CAVALCANTE DOS SANTOS E CIA LTDA;ACOUGUE E CONVENIENCIA MAURO PRIME;1;ATIVA;04/06/2020;04/06/2020;NULL;04/06/2020;04/06/2020;Comércio varejista de mercadorias em lojas de conveniência;Comércio varejista de carnes - açougues;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;CRISTOVAO MACHADO DE CAMPOS;899;;VARGEM GRANDE;88052600;SC;FLORIANOPOLIS;48;41041324;;;INGLESES@IBEST.COM.BR
